timestamp,open,high,low,close,volume,sma_5,sma_10,sma_cross
2025-06-30 07:27:00,107688.7,107887.1,107685.8,107690.1,32.203,,,False
2025-06-30 07:28:00,107690.1,107690.4,107686.1,107686.1,0.225,,,False
2025-06-30 07:29:00,107687.6,107829.4,107530.1,107666.2,62.989,,,False
2025-06-30 07:30:00,107668.2,107668.2,107666.1,107666.1,0.05,,,False
2025-06-30 07:31:00,107666.2,107676.0,107666.1,107666.2,1.42,107674.93999999999,,False
2025-06-30 07:32:00,107646.9,107660.2,107623.2,107624.8,1.034,107661.88,,False
2025-06-30 07:33:00,107623.3,107629.7,107611.2,107611.2,5.763,107646.9,,False
2025-06-30 07:34:00,107604.8,107604.8,107588.5,107590.0,3.709,107631.66,,False
2025-06-30 07:35:00,107590.2,107590.5,107590.0,107590.3,0.921,107616.5,,False
2025-06-30 07:36:00,107568.6,107573.6,107560.2,107560.6,2.38,107595.38,107635.16,False
2025-06-30 07:37:00,107570.1,107620.7,107567.0,107620.7,1.818,107594.56000000001,107628.22,False
2025-06-30 07:38:00,107623.9,107628.8,107615.3,107621.8,0.795,107596.68000000001,107621.79,False
2025-06-30 07:39:00,107600.0,107601.1,107599.8,107601.1,0.803,107598.9,107615.28,False
2025-06-30 07:40:00,107599.8,107599.9,107583.9,107595.9,5.084,107600.01999999999,107608.26000000001,False
2025-06-30 07:41:00,107595.9,107595.9,107595.9,107595.9,0.001,107607.08,107601.23000000001,True
2025-06-30 07:42:00,107575.3,107575.4,107575.3,107575.3,0.283,107598.0,107596.28,False
2025-06-30 07:43:00,107579.7,107584.9,107579.7,107584.9,1.04,107590.62,107593.65,False
2025-06-30 07:44:00,107594.8,107600.8,107580.2,107580.3,1.389,107586.46,107592.68000000001,False
2025-06-30 07:45:00,107580.4,107580.4,107580.2,107580.2,0.618,107583.31999999999,107591.67,False
2025-06-30 07:46:00,107588.6,107593.4,107588.6,107588.7,1.235,107581.88,107594.48000000001,False
2025-06-30 07:47:00,107600.8,107600.9,107584.6,107597.7,10.288,107586.35999999999,107592.18000000001,False
2025-06-30 07:48:00,107597.8,107611.6,107458.0,107611.6,22.881,107591.7,107591.16,True
2025-06-30 07:49:00,107611.6,107788.8,107558.3,107616.8,27.882,107599.0,107592.73000000001,False
2025-06-30 07:50:00,107615.6,107752.5,107615.6,107750.0,23.379,107632.96,107608.14000000001,False
2025-06-30 07:51:00,107750.0,107751.4,107396.4,107589.4,59.958,107633.1,107607.48999999999,False
2025-06-30 07:52:00,107589.4,107589.5,107579.5,107586.5,5.311,107630.86000000002,107608.60999999999,False
2025-06-30 07:53:00,107586.6,107591.7,107586.5,107586.6,2.708,107625.86000000002,107608.78,False
2025-06-30 07:54:00,107586.8,107589.9,107579.1,107585.1,1.372,107619.51999999999,107609.26000000001,False
2025-06-30 07:55:00,107585.0,107588.2,107585.0,107585.1,3.812,107586.54000000001,107609.75,False
2025-06-30 07:56:00,107585.1,107585.1,107585.0,107585.1,0.028,107585.68000000001,107609.38999999998,False
2025-06-30 07:57:00,107580.7,107584.5,107580.6,107581.5,3.39,107584.68000000001,107607.76999999999,False
2025-06-30 07:58:00,107580.8,107582.5,107580.6,107580.7,0.625,107583.5,107604.68000000001,False
2025-06-30 07:59:00,107580.6,107580.7,107560.4,107562.5,2.681,107578.98000000001,107599.25,False
2025-06-30 08:00:00,107562.5,107562.6,107562.5,107562.5,4.327,107574.46,107580.5,False
2025-06-30 08:01:00,107562.7,107593.6,107562.6,107562.6,9.512,107569.96,107577.81999999999,False
2025-06-30 08:02:00,107555.7,107560.6,107547.3,107560.6,0.739,107565.78,107575.23000000001,False
2025-06-30 08:03:00,107560.4,107598.2,107507.8,107519.3,10.191,107553.5,107568.5,False
2025-06-30 08:04:00,107519.3,107520.3,107518.7,107518.7,0.085,107544.74000000002,107561.86000000002,False
2025-06-30 08:05:00,107627.7,107629.6,107627.6,107629.6,0.438,107558.16,107566.31000000001,False
2025-06-30 08:06:00,107670.8,107690.3,107670.8,107679.1,2.948,107581.46,107575.71,True
2025-06-30 08:07:00,107686.6,107887.4,107679.1,107681.7,82.265,107605.68000000001,107585.73000000001,False
2025-06-30 08:08:00,107681.5,107682.5,107659.0,107659.0,2.214,107633.62,107593.56000000001,False
2025-06-30 08:09:00,107659.1,107659.1,107659.0,107659.0,0.524,107661.68000000001,107603.21,False
2025-06-30 08:10:00,107648.9,107656.1,107648.0,107656.0,1.754,107666.96,107612.56000000001,False
2025-06-30 08:11:00,107654.4,107654.5,107644.7,107644.9,4.871,107660.12,107620.79,False
2025-06-30 08:12:00,107643.5,107643.5,107643.5,107643.5,0.041,107652.48000000001,107629.08,False
2025-06-30 08:13:00,107628.7,107632.0,107628.7,107632.0,0.122,107647.08,107640.35,False
2025-06-30 08:14:00,107632.9,107644.5,107628.9,107629.8,7.632,107641.23999999999,107651.46,False
2025-06-30 08:15:00,107629.8,107630.1,107628.9,107628.9,0.075,107635.81999999999,107651.38999999998,False
2025-06-30 08:16:00,107628.9,107629.0,107628.9,107629.0,0.032,107632.63999999998,107646.38,False
2025-06-30 08:17:00,107632.7,107632.8,107628.9,107629.0,0.117,107629.73999999999,107641.10999999999,False
2025-06-30 08:18:00,107632.7,107643.6,107628.9,107629.0,2.011,107629.13999999998,107638.10999999999,False
2025-06-30 08:19:00,107629.0,107629.0,107628.9,107628.9,0.039,107628.96,107635.1,False
2025-06-30 08:20:00,107629.5,107629.9,107629.5,107629.7,1.293,107629.12,107632.47,False
2025-06-30 08:21:00,107632.7,107659.8,107628.9,107632.2,0.991,107629.75999999998,107631.2,False
2025-06-30 08:22:00,107629.0,107665.5,107628.9,107632.2,3.032,107630.4,107630.06999999999,True
2025-06-30 08:23:00,107632.2,107650.3,107632.2,107632.2,1.386,107631.04,107630.09,False
2025-06-30 08:24:00,107629.0,107640.8,107488.9,107488.9,10.938,107603.04,107616.0,False
2025-06-30 08:25:00,107478.1,107479.7,107467.7,107476.9,6.819,107572.47999999998,107600.8,False
2025-06-30 08:26:00,107476.9,107485.1,107473.9,107485.1,3.248,107543.06000000001,107586.40999999999,False
2025-06-30 08:27:00,107485.1,107487.1,107484.0,107487.1,0.389,107514.04,107572.22,False
2025-06-30 08:28:00,107509.9,107587.2,107509.7,107561.8,17.251,107499.96,107565.5,False
2025-06-30 08:29:00,107561.7,107563.7,107558.3,107561.7,3.858,107514.51999999999,107558.78,False
2025-06-30 08:30:00,107561.7,107577.4,107556.4,107574.9,8.477,107534.12,107553.3,False
2025-06-30 08:31:00,107576.2,107576.2,107576.1,107576.2,0.821,107552.34000000001,107547.7,True
2025-06-30 08:32:00,107564.7,107566.7,107519.1,107519.9,3.26,107558.9,107536.47,False
2025-06-30 08:33:00,107529.8,107529.8,107524.9,107524.9,1.335,107551.51999999999,107525.73999999999,False
2025-06-30 08:34:00,107525.0,107529.4,107524.9,107529.3,0.369,107545.04,107529.78,False
2025-06-30 08:35:00,107504.9,107505.0,107494.3,107504.9,1.77,107531.04,107532.58,False
2025-06-30 08:36:00,107497.6,107509.2,107490.4,107490.4,3.225,107513.88,107533.10999999999,False
2025-06-30 08:37:00,107490.4,107490.5,107483.9,107489.9,3.889,107507.87999999998,107533.38999999998,False
2025-06-30 08:38:00,107491.9,107512.0,107481.7,107511.9,4.032,107505.28,107528.4,False
2025-06-30 08:39:00,107511.9,107512.0,107504.2,107511.9,1.223,107501.8,107523.42,False
2025-06-30 08:40:00,107512.3,107512.8,107507.6,107512.0,1.58,107503.22,107517.12999999998,False
2025-06-30 08:41:00,107512.0,107512.1,107491.6,107491.7,6.941,107503.47999999998,107508.68000000001,False
2025-06-30 08:42:00,107491.6,107491.7,107491.6,107491.6,2.64,107503.81999999999,107505.85,False
2025-06-30 08:43:00,107483.7,107487.6,107481.3,107487.6,2.248,107498.95999999999,107502.12,False
2025-06-30 08:44:00,107467.8,107480.6,107467.8,107476.2,5.049,107491.81999999999,107496.81000000001,False
2025-06-30 08:45:00,107476.2,107476.2,107476.1,107476.2,0.208,107484.66,107493.93999999999,False
2025-06-30 08:46:00,107490.2,107511.9,107477.4,107511.9,2.022,107488.7,107496.09,False
2025-06-30 08:47:00,107511.2,107511.9,107380.0,107506.4,22.69,107491.66,107497.74000000002,False
2025-06-30 08:48:00,107506.4,107506.5,107501.9,107506.5,0.015,107495.43999999999,107497.2,False
